Sent_ID,Word_ID,Word,frequency,length,surprisal,role
0,0,with,6.85,4,16.102243041972702,function
0,1,his,6.51,3,14.551507123950515,function
0,2,interest,5.17,8,18.291023587806254,content
0,3,in,7.27,2,16.690016453006265,function
0,4,race,5.08,4,17.45412023631645,content
0,5,cars,4.89,4,13.076648575627793,content
0,6,he,6.69,2,16.109859809614115,function
0,7,formed,4.68,6,14.239651671071588,content
0,8,a,7.36,1,16.29526261068905,function
0,9,second,5.63,6,17.591843943127383,content
0,10,company,5.6,7,19.413528208624875,content
0,11,the,7.73,3,18.416551660879207,function
0,12,Henry,4.74,5,16.657021925403537,content
0,13,Ford,4.5,4,14.97613641651441,content
0,14,Company,5.6,7,35.57845273546164,content
1,0,during,5.72,6,15.93212743476766,function
1,1,this,6.82,4,15.839362744614675,function
1,2,period,5.21,6,16.029327901451698,content
1,3,he,6.69,2,15.758379553976395,function
1,4,personally,4.57,10,14.894644157229576,content
1,5,drove,4.36,5,16.294708138622667,content
1,6,his,6.51,3,17.191372021634283,function
1,7,Quadricycle,1.21,11,70.98334057967253,content
1,8,to,7.43,2,15.841591639769856,function
1,9,victory,4.73,7,15.52695557139178,content
1,10,in,7.27,2,13.79672755203951,function
1,11,a,7.36,1,14.107797388169297,function
1,12,race,5.08,4,18.05850579556215,content
1,13,against,5.68,7,16.813509627354208,function
1,14,Alexander,4.4,9,15.22506823295686,content
1,15,Winton,2.81,6,32.57486516912114,content
1,16,a,7.36,1,15.407698673699887,function
1,17,wellknown,1.57,9,60.643290951463406,content
1,18,driver,4.75,6,15.884391930194178,content
1,19,and,7.41,3,16.604044389631756,function
1,20,the,7.73,3,15.494072488546811,function
1,21,heavy,4.96,5,17.488332401087284,content
1,22,favorite,4.97,8,13.945601238071186,content
1,23,on,6.91,2,15.020689554116325,function
1,24,October,5.11,7,14.870306548340679,content
1,25,10,5.32,2,14.016118252508557,content
1,26,1901,3.74,4,33.17556754791596,content
2,0,ford,4.5,4,15.637281753989667,content
2,1,was,6.82,3,15.697754981616653,function
2,2,forced,4.83,6,17.179759753048025,content
2,3,out,6.38,3,16.57787550947647,function
2,4,of,7.4,2,15.594740125472244,function
2,5,the,7.73,3,17.816398250705937,function
2,6,company,5.6,7,17.86659379511736,content
2,7,by,6.66,2,15.645165438705218,function
2,8,the,7.73,3,18.191123681434274,function
2,9,investors,4.34,9,14.364262044719537,content
2,10,including,5.52,9,17.506356182897708,content
2,11,Henry,4.74,5,16.788916108280826,content
2,12,M,5.39,1,16.82108649502062,function
2,13,Leland,3.19,6,17.598497607923964,content
2,14,in,7.27,2,14.394499346463633,function
2,15,1902,3.75,4,15.326491217684882,content
2,16,and,7.41,3,16.14226409275908,function
2,17,the,7.73,3,17.608443708588663,function
2,18,company,5.6,7,18.328103047332274,content
2,19,was,6.82,3,16.546984673659097,function
2,20,reorganized,3.0,11,17.546063537328912,content
2,21,as,6.77,2,18.06356896480355,function
2,22,Cadillac,3.48,8,32.96609267916506,content
3,0,in,7.27,2,15.014227134027506,function
3,1,1891,3.66,4,16.771936605126445,content
3,2,Ford,4.5,4,14.79436038558087,content
3,3,became,5.15,6,15.37163047216094,content
3,4,an,6.53,2,18.600780852344656,function
3,5,engineer,4.5,8,12.504459544484815,content
3,6,with,6.85,4,17.85967321324664,function
3,7,the,7.73,3,17.893604702331267,function
3,8,Edison,3.57,6,15.595384028517074,content
3,9,Illuminating,3.21,12,14.345491170273768,content
3,10,Company,5.6,7,16.301145793209763,content
3,11,and,7.41,3,16.833736162956882,function
3,12,after,6.11,5,15.69963440802528,function
3,13,his,6.51,3,17.11446413189085,function
3,14,promotion,4.41,9,16.209827133185232,content
3,15,to,7.43,2,16.10609545335203,function
3,16,Chief,5.11,5,16.65464718896042,content
3,17,Engineer,4.5,8,13.637921523955207,content
3,18,in,7.27,2,14.218848649623222,function
3,19,1893,3.68,4,15.693015139758872,content
3,20,he,6.69,2,16.833909521468954,function
3,21,had,6.33,3,16.485248405444178,function
3,22,enough,5.54,6,15.79915732842657,content
3,23,time,6.29,4,17.764748420998817,content
3,24,and,7.41,3,17.65011716868453,function
3,25,money,5.64,5,16.86535895693633,content
3,26,to,7.43,2,17.244327543626753,function
3,27,devote,3.53,6,14.37125279551181,content
3,28,attention,5.11,9,16.959888877017768,content
3,29,to,7.43,2,18.48548781078985,function
3,30,his,6.51,3,16.950392682967728,function
3,31,personal,5.2,8,13.737561392559083,content
3,32,experiments,4.2,11,16.225474802691334,content
3,33,on,6.91,2,16.71719796700983,function
3,34,internal,4.66,8,16.11159339473481,content
3,35,combustion,3.57,10,15.151930202920338,content
3,36,engines,4.35,7,32.60843067912473,content
4,0,these,6.04,5,15.33347508917112,function
4,1,experiments,4.2,11,17.700330599291643,content
4,2,culminated,3.23,10,15.074778785743282,content
4,3,in,7.27,2,15.592823550811028,function
4,4,1896,3.7,4,16.82129562592407,content
4,5,with,6.85,4,15.965361362220388,function
4,6,the,7.73,3,15.873456585321717,function
4,7,completion,4.22,10,13.506928530168436,content
4,8,of,7.4,2,14.043302518234537,function
4,9,his,6.51,3,15.965090317562629,function
4,10,own,5.74,3,17.03223716272153,function
4,11,selfpropelled,0.0,13,62.9307276251379,content
4,12,vehicle,4.76,7,14.49102976873991,content
4,13,named,4.95,5,15.444328226611251,content
4,14,the,7.73,3,17.62574103568184,function
4,15,Quadricycle,1.21,11,70.81773917308733,content
4,16,which,6.3,5,16.058028366227685,function
4,17,he,6.69,2,17.037974503954313,function
4,18,testdrove,0.0,9,46.737573178057914,content
4,19,on,6.91,2,15.019090803393905,function
4,20,June,5.21,4,14.578526286331666,content
4,21,4,5.78,1,13.902485875430482,content
4,22,of,7.4,2,16.057861887021648,function
4,23,that,7.01,4,16.35277360913757,function
4,24,year,5.96,4,31.95709248033227,content
5,0,ford,4.5,4,15.025733461300831,content
5,1,was,6.82,3,15.894926899455431,function
5,2,born,5.09,4,16.25553049075612,content
5,3,on,6.91,2,17.372484887466097,function
5,4,a,7.36,1,17.260631498928547,function
5,5,prosperous,3.6,10,14.351795366323794,content
5,6,farm,4.75,4,14.918995524730544,content
5,7,in,7.27,2,16.30133428619511,function
5,8,Springwells,1.01,11,47.79571776334005,content
5,9,Township,3.98,8,14.633431403654315,content
5,10,now,6.18,3,17.28247054386571,function
5,11,in,7.27,2,16.662433187530283,function
5,12,the,7.73,3,14.15709999865744,function
5,13,city,5.61,4,12.357582233064354,content
5,14,of,7.4,2,14.319300276339172,function
5,15,Dearborn,3.04,8,30.448909197717164,content
5,16,Michigan,4.54,8,14.583493145288584,content
5,17,owned,4.76,5,17.246848121357797,content
5,18,by,6.66,2,13.95823989911779,function
5,19,his,6.51,3,16.00133050175244,function
5,20,parents,5.21,7,17.509762815245995,content
5,21,William,4.88,7,17.981944622842857,content
5,22,Ford,4.5,4,16.51552698302448,content
5,23,18261905,0.0,8,62.33666928011121,content
5,24,and,7.41,3,15.227359041866352,function
5,25,Mary,4.78,4,16.691077241996787,content
5,26,Litogot,0.0,7,47.9743265617753,content
5,27,c18391876,0.0,9,94.17990099040506,content
5,28,immigrants,4.37,10,15.371188820713524,content
5,29,from,6.63,4,17.334387290646966,function
5,30,County,5.19,6,16.754032523241023,content
5,31,Cork,3.71,4,17.221819830143033,content
5,32,Ireland,4.66,7,33.09887704424322,content
6,0,in,7.27,2,15.336914742188375,function
6,1,the,7.73,3,16.042849865393137,function
6,2,years,5.96,5,15.842081446359513,content
6,3,between,5.77,7,16.307650864996,function
6,4,the,7.73,3,15.421854909657707,function
6,5,wars,4.59,4,15.412135826092147,content
6,6,Henry,4.74,5,16.165089630181594,content
6,7,Ford,4.5,4,15.92786364088747,content
6,8,supported,4.68,9,16.624768986991327,content
6,9,Adolf,3.37,5,17.2029567729964,content
6,10,Hitlers,2.2,7,30.829739324620526,content
6,11,Nazi,4.28,4,14.291273983554568,content
6,12,regime,4.3,6,34.118388822696744,content
7,0,there,6.31,5,13.939107173174605,function
7,1,is,7.07,2,14.091234770960604,function
7,2,also,6.19,4,16.88019349246915,content
7,3,some,6.2,4,19.28938150020365,function
7,4,evidence,5.14,8,16.538313996333198,content
7,5,that,7.01,4,16.247168006340566,function
7,6,Henry,4.74,5,17.25159071493799,content
7,7,Ford,4.5,4,15.993389030866199,content
7,8,gave,5.25,4,16.302257489064942,content
7,9,Adolf,3.37,5,17.06209885435614,content
7,10,Hitler,4.16,6,14.692044466929568,content
7,11,direct,4.91,6,17.66503700761218,content
7,12,financial,5.08,9,14.785000401790313,content
7,13,backing,4.23,7,17.611906751246437,content
7,14,when,6.37,4,16.669888979410487,function
7,15,Hitler,4.16,6,16.545218067869435,content
7,16,was,6.82,3,15.194934120803282,function
7,17,first,6.11,5,17.478728889863106,content
7,18,starting,5.07,8,16.70895380665807,content
7,19,out,6.38,3,19.979315357572137,function
7,20,in,7.27,2,18.039917910656897,function
7,21,politics,4.87,8,33.15022556034602,content
8,0,this,6.82,4,16.364113457204862,function
8,1,can,6.46,3,16.887242029432112,function
8,2,in,7.27,2,13.605632813151619,function
8,3,part,5.78,4,18.091620023089877,content
8,4,be,6.79,2,15.54070730415477,function
8,5,traced,3.8,6,14.61151393462836,content
8,6,to,7.43,2,15.40730655325592,function
8,7,statements,4.51,10,14.837510144751745,content
8,8,from,6.63,4,17.562792633743637,function
8,9,Kurt,3.88,4,14.781578634968746,content
8,10,Ludecke,0.0,7,44.13400969038766,content
8,11,Germanys,1.79,8,30.862805397006014,content
8,12,representative,4.57,14,17.280615882958806,content
8,13,to,7.43,2,16.52556939397366,function
8,14,the,7.73,3,16.838722283970696,function
8,15,US,6.04,2,18.397600548615333,content
8,16,in,7.27,2,16.09569119090543,function
8,17,the,7.73,3,16.132660581534903,function
8,18,1920s,2.23,5,17.213212442432653,content
