Sent_ID,Word_ID,Word,frequency,length,surprisal,role
0,0,he,6.69,2,19.938496307285753,function
0,1,won,5.2,3,3.260152660758849,function
0,2,the,7.73,3,1.1214699731910303,function
0,3,Gold,5.17,4,9.839631021063008,content
0,4,Medal,4.39,5,1.372955388033491,content
0,5,of,7.4,2,5.381928765816251,function
0,6,the,7.73,3,2.1781313800921263,function
0,7,Royal,4.85,5,8.780151850410176,content
0,8,Astronomical,3.49,12,2.8738878820882223,content
0,9,Society,5.17,7,0.0402852161381043,content
0,10,in,7.27,2,2.385237015844741,function
0,11,1892,3.67,4,8.122908455317695,content
0,12,and,7.41,3,4.364716051439462,function
0,13,also,6.19,4,6.289248693875325,content
0,14,later,5.49,5,8.284225430104595,content
0,15,served,4.81,6,9.174638775653252,content
0,16,as,6.77,2,0.21432615536643904,function
0,17,president,5.45,9,2.538805140314367,content
0,18,of,7.4,2,0.3587365476429222,function
0,19,that,7.01,4,4.671852300378713,function
0,20,organization,4.92,12,3.9871357087068033,content
1,0,dole,3.33,4,28.47068494754314,content
1,1,was,6.82,3,9.850902076069953,function
1,2,twice,4.84,5,12.66866582780621,content
1,3,decorated,3.94,9,11.304868171965863,content
1,4,for,7.01,3,1.7836444548490504,function
1,5,heroic,3.84,6,7.743214789771233,content
1,6,achievement,4.36,11,5.7510558172937,content
1,7,receiving,4.59,9,14.280426693799349,content
1,8,two,6.1,3,4.268912083880429,content
1,9,Purple,4.32,6,5.691882778507239,content
1,10,Hearts,4.44,6,0.5381928765816251,content
1,11,for,7.01,3,4.142112715052297,function
1,12,his,6.51,3,2.961469703074806,function
1,13,injuries,4.44,8,5.415741930837085,content
1,14,and,7.41,3,2.8910256092813995,function
1,15,the,7.73,3,1.8724040130287427,function
1,16,Bronze,4.2,6,3.2516993695036405,content
1,17,Star,5.19,4,0.21432615536643904,content
1,18,Medal,4.39,5,2.2795708751546315,content
1,19,for,7.01,3,1.53568124469626,function
1,20,his,6.51,3,1.845635257387248,function
1,21,attempt,4.85,7,12.093842022452014,content
1,22,to,7.43,2,0.26328480055285647,function
1,23,assist,4.42,6,8.1602438250282,content
1,24,a,7.36,1,1.6920671329176222,function
1,25,downed,3.3,6,4.863416207938158,content
1,26,radio,5.01,5,10.22284689129914,content
1,27,man,5.82,3,4.206921281342232,content
2,0,president,5.45,9,23.556504964515106,content
2,1,Clinton,4.57,7,5.260764924491592,content
2,2,awarded,4.35,7,2.457089991514016,content
2,3,him,6.11,3,8.740703157885868,function
2,4,the,7.73,3,0.6466767810234709,function
2,5,Presidential,4.52,12,3.7222659160435954,content
2,6,Medal,4.39,5,0.35979320904982326,content
2,7,of,7.4,2,0.09404286521419757,function
2,8,Freedom,4.86,7,0.20340732082846102,content
2,9,in,7.27,2,3.640550767243244,function
2,10,early,5.43,5,11.800794592271444,content
2,11,1997,4.53,4,4.745114157923856,content
2,12,for,7.01,3,5.765144636052382,function
2,13,his,6.51,3,0.33091113059452665,function
2,14,service,5.49,7,5.071974753125263,content
2,15,in,7.27,2,3.9533225436859682,function
2,16,the,7.73,3,1.0122816278112503,function
2,17,military,5.2,8,4.762020740434274,content
2,18,and,7.41,3,1.986523444974061,function
